,cleaned_text,topic_hl,cat codes,inference,predicted_class,prob,predicted_code
138,"One of the more impressive #royalmail #scammers 

Why bother securing a convincing website address. Texting “PostOffice:” from @virginmedia mobile gonna work - innit?

Texting 3.5 hrs before the frustrated delivery - inspired.

Feel free to feedback.. 😂 ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9546818733215332}",,0.0,0
139,@tcgriffin Posted a packet from NW london recorded delivery to Ireland the 5th of Dec it appears from tracking not have left london yet #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9587598443031311}",,0.0,0
140,"No wonder deliveries arent happening over #xmas #royalmail

@Skepta is out working delivering his grime ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9631108641624451}",,0.0,0
141,#royalmail  shameful strike ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9607707858085632}",,0.0,0
142,Royal Mail date strikes #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9629503488540649}",,0.0,0
143,Who the fuck ordered summer. Must have come by #royalmail cos it's a bit late,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9616520404815674}",,0.0,0
144,"Just imagine what could have been achieved if @LibDems hadn't enabled Tory Cameron/ Osborne govt., #Austerity, #BenefitsCuts, selling off  #RoyalMail etc etc
Willie would rather Scotland goes down with failing UK #Brexit than be a successful independent nation
#DissolveTheUnion",Politics,3,"{'label': 'Politics', 'score': 0.9744431376457214}",,0.0,0
145,#royalmail my neighbour does not live in our recycling box... Better luck next time. ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9647115468978882}",,0.0,0
146,2005 Christmas stamp pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #presentationpacks #christmas #christmasstamps ,Philately,2,"{'label': 'Philately', 'score': 0.9843583106994629}",,0.0,0
147,"✉ Reply n. 336 👑
Birthday reply from HI&amp;RH Princess Astrid of Belgium,  The Archduchess of Austria-Este 
----------------------
#royalmail #royalletters #royalreply ",Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9849486947059631}",,0.0,0
148,Oh great #RoyalMail  doing the usual of not knocking  and delivering a card instead of the item.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620065689086914}",,0.0,0
149,"When the @RoyalMail #Strike though do not deliver mail for 9 to 14 days pre strikes ! Plus free lesson a customer can record a call without consent , do train staff laws and run a service you are meant to ! #postrs next ! LAW on recording calls #royalmail   ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9599505066871643}",,0.0,0
150,67p for a 1st class stamp 😱 #RoyalMail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9617113471031189}",,0.0,0
151,"Now I can write you a postcard from the space...
Thanx manufrommilan 
❤
#bowie #royalmail… ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9430034756660461}",,0.0,0
152,"11th Dec 2001:
Up to 30,000 Post Office workers could lose their jobs over the next 18 months announced Consignia, the company which runs the service, on this day 20 years ago.

Ideal #RoyalMail #PostOffice Memorabilia Birthday or Christmas Gift Idea

",Philately,2,"{'label': 'Philately', 'score': 0.9467303156852722}",,0.0,0
153,#royalmail  nice parking ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9600300192832947}",,0.0,0
154,@diglydigs I'm actually loling at this. Folk pay good money to look like a postie #royalmail #hipster,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9477904438972473}",,0.0,0
155,Should of put my shorts on ☀️☀️☀️ #postie #royalmail,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9838539361953735}",,0.0,0
156,"#royalmail postie included this with the mail this morn...eh, naw mate! Straight in the bin! ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9635643362998962}",,0.0,0
157,Good morning posted a PARCEL 1st class signed for on Monday 16th march still not delivered why ref no WM9614O5339GN  UK delivery so tell me where it is #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9604706168174744}",,0.0,0
158,@RoyalMailHelp Again stil no further on i would advise anyone who thinks about doing a redirection to not bother. No post now for 4 weeks no sorrys from #royalmail no explanation as to where my personal mail is going talk about a scam service you should remove this from your guaranteed service,Customer Service,0,"{'label': 'Customer Service', 'score': 0.960206925868988}",,0.0,0
159,"@Patrick10599096 @RoyalMailHelp @liambarker I’d agree with the ‘pointless’ comment - a #RoyalMail postman put a parcel posted back to a student in their RECYCLE BIN, without leaving a note to say so. 3 months worth of exam coursework, gone. Not as much as an apology, just a form to claim the postage!",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9601054191589355}",,0.0,0
160,"perhaps we'd get our mail before 3pm if that was to happen...
#RoyalMail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9626100063323975}",,0.0,0
161,Someone has written this outside Kwartengs house 😄 ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9601598978042603}",,0.0,0
162,There was a really handy post box just over the road but #RoyalMail have now taken it away :-(,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9623966217041016}",,0.0,0
163,#royalmail charging £8 handling fee on imported parcels on top of custom charges is profiteering!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9605501294136047}",,0.0,0
164,#Cleaning Operative P/T #permanent 19 hrs 30 min @RoyalMail #NewMalden  #Jobs #Cleaner #Housekeeping #RoyalMail #SurreyJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9781012535095215}",,0.0,0
165,2013 Butterflies First Day Cover. #fdc #firstdaycover #firstdaycovers #butterflies #2013 #stampcollections #stampcollectors #collectingstamps #royalmail #royalmailstamps #firstdaycoverstamps ,Philately,2,"{'label': 'Philately', 'score': 0.9841093420982361}",,0.0,0
166,post has only just arrived #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9612182974815369}",,0.0,0
167, Thieving #Leyland postman who stole birthday gifts avoids jail - 12 mths suspend #RoyalMail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.964000403881073}",,0.0,0
168,@RoyalMail seriously unimpressed postperson folded a4 env containing school certificate into 4 then through the letter box! #post #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9637391567230225}",,0.0,0
169,2008 Air Displays Presentation Pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage #airplanes #airplane #airdisplays ,Philately,2,"{'label': 'Philately', 'score': 0.9843048453330994}",,0.0,0
170,"Royal Mail mounting legal challenge in move to halt ‘unlawful’ post strike 
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9627393484115601}",,0.0,0
171,CITADEL ADVISORS LLC declares that on April 21 it increased its net short position on ROYAL MAIL PLC from 0.74% to 0.82%  #RoyalMail,Financial News,1,"{'label': 'Financial News', 'score': 0.9734829664230347}",,0.0,0
172,"@DaveWardGS who sends letters these days 
the #royalmail is an out dated 
organisation",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9610610604286194}",,0.0,0
173,Fresh warnings over #RoyalMail parcel #scam ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9632471203804016}",,0.0,0
174,2005 50th Anniversary Mini Sheet #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage #VEDay #veday ,Philately,2,"{'label': 'Philately', 'score': 0.9842713475227356}",,0.0,0
175,Changes to how Royal Mail will deliver parcels too big for your letter box and signed for items  #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9640644192695618}",,0.0,0
176,"Love watching the sea
.
.
.
#explore #lundy #lundyisland #postcards #royalmail #postal #art… ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9724549055099487}",,0.0,0
177,#dadda_gg Dadda GG Stamp Stories Book 1 out 31st August. ,Royal Reply,5,"{'label': 'Customer Service', 'score': 0.9463115334510803}",,0.0,0
178,Great post box topper #Royalmail in the village ready for #PlatinumJubilee ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9523297548294067}",,0.0,0
179,#royalmail awful service . Had a pre Order game for my son ! Got loads of texts from you to say to be delivered between 9.40 - 13.40 and now gone 18.00 nothing,Customer Service,0,"{'label': 'Customer Service', 'score': 0.961256742477417}",,0.0,0
180,"Postperson with Driving - #Buxton Delivery Office @RoyalMail 

This is a permanent position with #RoyalMail. Full details here: 

#Derbyshire #DerbyshireJobs #Jobs ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9781520962715149}",,0.0,0
181,"Great leadership from Royal Mail staff that UK Prime Minister @BorisJohnson needs to learn from 
#RoyalMail staff storm out over claims of #Racist comment to #Muslim worker - #Islamophobia ",Politics,3,"{'label': 'Politics', 'score': 0.9695825576782227}",,0.0,0
182,Royal Mail are shite,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9504523873329163}",,0.0,0
183,"@marcuschown

Led us to #Brexit
Recanted on #PanamaPapers
Toxic #Honours
Underselling #RoyalMail
Punitive #TuitionFees

Ohh .. and a pig",Politics,3,"{'label': 'Politics', 'score': 0.9757007956504822}",,0.0,0
184,"The card was sent from her friend who lives in Scotland.
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9538140892982483}",,0.0,0
185,So I understand #royalmail prioritising parcels over letters and cards no mothers day card for me then posted 5 days ago 1st class... surely can employ more staff.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9625904560089111}",,0.0,0
186,@CWUnews the #royalmail operates as it did in 70's,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9596148133277893}",,0.0,0
187,"Despite 14% less letters sent #RoyalMail stock has jumped from 161p to 520p since May 2020, up 4.4% in the last 5 days. Will trial drone deliveries be enough to keep $RMG competitive with Amazon, UPS &amp; DHL; pushing it to £7.08 target?
#LearnToTrade #stocks
",Financial News,1,"{'label': 'Financial News', 'score': 0.9732919931411743}",,0.0,0
188,All my friends and fans post is in the hands of #royalmail thanks @mintynet for taking them!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9612746238708496}",,0.0,0
189,My Captain Tom 100 challenge postbox topper #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9627905488014221}",,0.0,0
190,@jeremycorbyn Royal Mail workers offered to become ’emergency service’ during coronavirus crisis. Their help refused by Hancock ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9293414950370789}",,0.0,0
191,2016 4 Regions £1.05 #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #postage #postalstamps  #royalmailstamps #postagestamps #collectingstamps #definitives #definitivestamps ,Philately,2,"{'label': 'Philately', 'score': 0.9845516085624695}",,0.0,0
192,"#royalmail sent Monday to miss strike as was told that special delivery will get there, tracking says it’s been at po but po showed me forms to say was collect by Royal Mail. Also paid consequential loss and four specials now nowhere",Customer Service,0,"{'label': 'Customer Service', 'score': 0.961510419845581}",,0.0,0
193,#royalmail sending first class 3.5 miles it’s day 5 and still not received 😡😡 sort your service and stop blaming COVID-19,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9595857858657837}",,0.0,0
194,1988 Pack 18 High Value Castles #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #presentationpacks #castles #castlestamps ,Philately,2,"{'label': 'Philately', 'score': 0.9843851327896118}",,0.0,0
195,"@RoyalMail #royalmail 
At the head people of Royal mail who caused the strikes to happen.. they probably enjoyed their Xmas bonuses as customers got angry fir undelivered mail and the people who actually deal with post strike.. ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9616460800170898}",,0.0,0
196,@garethrichmond5 Wants to try a proper job 50 years and a shit pension #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.8064607381820679}",,0.0,0
197,Post- #privatisation - the #RoyalMail is now screwed! It now needs to sell property stock and not pay dividends to survive because ... it is straddled with too much debt - and now classed as a 'speculative bet' for investors. #Neoliberalism is failing! ,Financial News,1,"{'label': 'Financial News', 'score': 0.9741662740707397}",,0.0,0
198,Nice bit of local satire to chuckle about as I open another Christmas card 😉. #Royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9645465016365051}",,0.0,0
199,@Telegraph Or #royalmail perhaps.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9546857476234436}",,0.0,0
200,"Recieved this while out on delivery this morning,  it so nice to feel appreciated. #royalmail ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9616376757621765}",,0.0,0
201,"#royalmail why is my parcel still in the depot at southwest (who arnt taking calls!) When it should have been here on Tuesday 😡 and why guarantee a servicevice you clearly cannot provide.extra del charge paid still no parcel.i will be getting a refund!
Not happy😡",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9604593515396118}",,0.0,0
202,True about #royalmail?,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9582256078720093}",,0.0,0
203,When you pay for first class signed delivery and the person gets the parcel two days after it should have arrived 😡#postoffice #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.962226927280426}",,0.0,0
204,"Certainly have arrived, just got inside to find our first piece if post poking through the door #royalmail #rugby ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9633564352989197}",,0.0,0
205,Royal Mail shares sink after profit warning ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9610537886619568}",,0.0,0
206,I seem to have started collecting stamps! #royalmail  ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9639329314231873}",,0.0,0
207,"Favorite one yet…
#royalmail ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9589431285858154}",,0.0,0
208,So in the space of two weeks #royalmail and #parcelforce manage to lose both of my packages. One into thin air after being picked up for next day delivery and the other hijacked in a van heist!! And do you think i can actually speak to customer service? Over an hour wait. 😠🤬,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9621047973632812}",,0.0,0
209,are posties still on strike as have had no post in almost a week now #post #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9617856740951538}",,0.0,0
210,Wtf @RoyalMailHelp my postie comes round puts letters in my door then leaves other people’s @HarlowCouncil letters on my bin then bugga’s off not the first time their too busy on their dam phones to do their job properly sort this out 😡 #royalmail #useless #nothappy ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620818495750427}",,0.0,0
211,Now it’s not often I praise #royalmail but I posted a tiny package from #scarborough to #helmond #netherlands on 19th complete with customs declaration etc etc (and yes the price has rocketed) but it arrived today 23 rd has the world gone MAD 👍🐰xxxx ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9583246111869812}",,0.0,0
212,Royal Mail delay update as towns STILL left without mail - post service falling behind competitors #royalmail 📬 ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9641954898834229}",,0.0,0
213,"#royalmail   £2 for a christmas card that the sender forgot a stamp, not to mention 3 mile round trip to collect. Privatisation greed...",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9629608392715454}",,0.0,0
214,"Day 1 of our super massive 61,000 #royalmail delivery. Which cover do you prefer? ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9553235173225403}",,0.0,0
215,"So Royal Mail deliver a parcel without ranging entry buzzer for my fla (monitored by an anpp) and accepted a signature/name who doesn't live at my address. Worse they could have left it with reception. Pathetic response was ""not our problem,talk to the sender"" #royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620590209960938}",,0.0,0
216,#BedroomTax #WelfareCap #tuitionfees #RoyalMail #YellowTories - Opposing Brexit is all they've got. ,Politics,3,"{'label': 'Politics', 'score': 0.9750494956970215}",,0.0,0
217,#happyeaster from us and another local #royalmail #postbox - chocolate for breakfast methinks... @ Garswood ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9595698714256287}",,0.0,0
218,When a Christmas card arrives like this.... tut tut tut #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9643312692642212}",,0.0,0
219,#RoyalMail well here is a development apparently I have requested the parcel to be held out our local depot. I don’t bleeding think so. What a joke.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.96194988489151}",,0.0,0
220,@Razledazlemark cheers.....the #Royalmail joke,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9609565734863281}",,0.0,0
221,#RoyalMail and it's 50 year delivery ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9618728160858154}",,0.0,0
222,Christmas thank you letter from Their Majesties King Juan Carlos and Queen Sofia of Spain. 🇪🇸  #royalletter #royalmail #royal #royalreply #Christmas ,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9843830466270447}",,0.0,0
223,"So glad I ordered a specially made Christmas card for it to come bent even when it states, do not bend? Smh @RoyalMail #RoyalMail ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9617348313331604}",,0.0,0
224,#DavidBowie career highlights on #RoyalMail stamps  #philately #stamps #stampcollector #postagestamps #postal,Philately,2,"{'label': 'Philately', 'score': 0.9814624786376953}",,0.0,0
225,Royal mail losing f...ing up another delivery  what a service it became  shambles #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9633387327194214}",,0.0,0
226,@sophiamcoutts Well I never #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9566452503204346}",,0.0,0
227,"I mean yeah supplychain is bad n etc but what's the excuse for a shipment being stuck at #Langley HWDC Customs hub since 01 December? 

16 bloody days?
 I could drive up there n get it... ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9591532945632935}",,0.0,0
228,When you're super pissed off cause your postman shit it instead of just shoving @NBA2K through the postbox. #struggling #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630863070487976}",,0.0,0
229,If you want shit deliver #royalmail look know further then these guys.  You put the address in and they still turn up at the wrong place. #slowclap,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9609653949737549}",,0.0,0
230,"Don't get caught out ... make sure you know your last UK posting dates for cards, letters and gifts. #royalmail 
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9615316390991211}",,0.0,0
231,"A Boris #Johnson election win could send these #Brexit stocks surging, analysts say  #Tesco #BT #Barclays #UK #London #Corbyn #Labour #Conservatives #Parliament #City #CanaryWharf #referendum #Ireland #Wales #Persimmon #Barratt #AJBell #Sarasin #RoyalMail",Politics,3,"{'label': 'Politics', 'score': 0.9756190776824951}",,0.0,0
232,"This delivery guys needs to exercise some patience, You knocked once and before I come out..... sorry we missed each other, your item is on its way back to your local office.

Why are you always in a haste! #royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9610311388969421}",,0.0,0
233,"Your thoughts not with them #Boris weasel words - just another banana skin on way to #GE couldn’t care less - only up North - 
#BoltonFire #Flooding #NHS #Yorkshire #Lancashire bloody northerners 
#Tories #Labour #LibDems",Politics,3,"{'label': 'Politics', 'score': 0.9791173934936523}",,0.0,0
234,"Sun shines on FTSE 100 amid reshuffle as ITV aims for prime-time slot 

FTSE cards will be shuffled later based on closing prices at the end of trading   #FTSE #RoyalMail #ITV #DarkTrace #LSE #Stocks #FTSE100 #TrustPilot",Financial News,1,"{'label': 'Financial News', 'score': 0.9719403386116028}",,0.0,0
235,Never had an issue with #Royalmail but still waiting for last months #Lootcrate,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9590659141540527}",,0.0,0
236,The postman always rings once... then sticks a card through the door so you have to queue in the rain at the local depot. #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9625716805458069}",,0.0,0
237,"Part Time #Flexible job of the Day: Postman/Postwoman With Driving at #Royalmail
#Jobs #Londonjobs
Apply here today:  ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9780142307281494}",,0.0,0
238,Sent some important car documents to DVLA by signed for yesterday . Arrived at my address this morning ! How bizarre and worrying at the same time! #Royalmail #crawleysorting office please explain the incompetences ! ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9626044631004333}",,0.0,0
239,Kind of in love with my new jackwolfskinofficial walking boots... despite the #royalmail fiasco… ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.96144700050354}",,0.0,0
240,#royalmail  instead of knocking for being parcels through and breaking your letter box clean off ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.964079737663269}",,0.0,0
241,Here we go! #royalmail   managers to strike. Another day in UK land.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.960230827331543}",,0.0,0
242,My response to items sent through the post by @meldewey as part of  the @TCLArtcollective #virtualresidency Mel sent us all a piece of cyanotype inside a black envelope. I'm not one to read instructions but cyanotypes dictate certain rules. See pics for my alternative approach ! ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.950305700302124}",,0.0,0
243,Black arm bands for our Queen today. #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9628915190696716}",,0.0,0
244,"Postperson with Driving @RoyalMail in #Ulverston Delivery Office

See: 

#CumbriaJobs #RoyalMail ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9783226251602173}",,0.0,0
245,..i support your right to strike! Good luck🍀 #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9553055763244629}",,0.0,0
246,"So the last collection from the Post Box by the Station is 9am, really, what are they on... #royalmail extra day for 1st class :-(",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9595407247543335}",,0.0,0
247,Guinot Facial gel is ready for dispatch to Italy this morning. We use #royalmail service for… ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9579682350158691}",,0.0,0
248,Hoping #royalmail do me a solid and deliver my #PS5 tomorrow.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9611135721206665}",,0.0,0
249,Anyone else down to one postal delivery a fortnight or is it just me? #RoyalMail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9616448879241943}",,0.0,0
250,@malc_rich @Parcel2Go sometimes courier is a bit cheaper but at least #royalmail does take jam and honey so still reliable,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9553878307342529}",,0.0,0
251,Another fail from #royalmail don’t know who the parcel is for or even where it is?!! ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9631723761558533}",,0.0,0
252,#royalmail how do think that this is acceptable? ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.95778888463974}",,0.0,0
253,#Royalmail deliver junk mail. That's all their good for.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.962074875831604}",,0.0,0
254,"Lazy slacker scumbag only working hours specified in his contract
 ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9548961520195007}",,0.0,0
255,2005 Farm Animals Presentation Pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamp #farmanimals #presentationpacks ,Philately,2,"{'label': 'Philately', 'score': 0.9844451546669006}",,0.0,0
256,"Struggles break out in Inverness, Bristol ahead of UK Royal Mail national strike ballot
#royalmail

",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9582006931304932}",,0.0,0
257,Missing: all my postcards from London to Belgium! #royalmail is royally late.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9608026146888733}",,0.0,0
258,Oliva - tried to post yesterday for you but thiiiis blew my mind lol butbit explains to me why they take so long to get a damn letter out. Lol #RoyalMail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9602680802345276}",,0.0,0
259,#RoyalMail workers to strike in #October in huge row over pensions ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.962137758731842}",,0.0,0
260,"The dog has just got out and been running around thanks to the lovely ""polite"" LAZY!!!! staff thanks a lot😚 #royalmail #learntoshutagate",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9557494521141052}",,0.0,0
261,Royal Mail are useless. Pay for next day signed delivery at Moorgate post office for an important package on the 15th of Feb..... not even left the post office apparently! #royalmail sort it out!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9622852206230164}",,0.0,0
262,#royalmail just read me pension help me someone please brain freeze ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9617524743080139}",,0.0,0
263,"Royal Mail expands Sunday deliveries to meet online demand



#royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9612212777137756}",,0.0,0
264,Do striking postmen still get paid? #RoyalMail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9588571786880493}",,0.0,0
265,#royalmail Why does my parcel tracking show address inaccessible? When I watched the postie walk past in shorts??,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9652373790740967}",,0.0,0
266,"Lady postbox got her glam on today, lippy an all... #funnyfacesinthings #royalmail #postie ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9463889598846436}",,0.0,0
267,#royalmail // @Skepta // workers solidarity // #TOTP ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9537251591682434}",,0.0,0
268,@RoyalMailHelp I thought your local depot can be more efficient and I handed him two items one signed for first class and other large letter first class both not received. Is #RoyalMail that #bad ? oh by the way he didnt give me receipt so there is no come back,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9605827927589417}",,0.0,0
269,Really upset my postman today by returning the parcel he just handed to me as it was not for my addess. I might just befriend Naomi at 23 in the nearby block of flats to exchange post... #royalmail #royalfail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9607067704200745}",,0.0,0
270,"#RoyalMail set for 'material loss' despite jump in parcels

 

#Preston",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9641484022140503}",,0.0,0
271,Wait in all day for a delievery from #royalmail and they don't even turn up! 🤦‍♀️,Customer Service,0,"{'label': 'Customer Service', 'score': 0.960192859172821}",,0.0,0
272,@EmmaKennedy @Nigel_Farage @brexitparty_uk Manifesto? Like The #LiberalDemocrats Pledge By #Nick_Clegg Not To Raise #TuitionFees? Or #VinceCable's #BankBailouts or #RoyalMail #IPO? Or #Tory's Promise To Deliver #Brexit? Seems They Said ANYTHING To Get #Elected - WE NEED CHANGE - #BREXITPARTY_UK CAN &amp; WILL Deliver Change!,Politics,3,"{'label': 'Politics', 'score': 0.9762095808982849}",,0.0,0
273,@RoyalMail No just the envelope opened and money stolen for my birthday....,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9636366963386536}",,0.0,0
274,Never been happy buying stamps until I opened these ones #royalmail… ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9644767642021179}",,0.0,0
275,Entertainer's Tale Stamp Pack 1999 #entertainerstale #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #entertainers ,Philately,2,"{'label': 'Philately', 'score': 0.9842310547828674}",,0.0,0
276,Royal Mail workers to go ahead with strikes before Christmas after rejecting pay offer ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9624006152153015}",,0.0,0
277,@BenjiTheo1991 @boohooMAN If it was sent by #Royalmail you would be lucky to see it by Christmas as the useless mob at royal mail was delivering parcels today ***Sunday*** that were sent over a week ago in my area.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9622774124145508}",,0.0,0
278,Wasted 2 hrs today on Internet deliveries not arriving #Amazon #RoyalMail #DPD #PostOffice what a complete electronic and human shower of sh,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9614303708076477}",,0.0,0
279,#royalmail delivery drivers should actually knock doors ring bells to deliver parcels. Not just secretly  post the MISSED YOU NOTES!!😲,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9638557434082031}",,0.0,0
280,Awesome first class stamp (literally!)  #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9629929065704346}",,0.0,0
281,"#royalmail
I sent a package 28th Jan, still not arrived
Obviously lost, not first time to this address either",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630051851272583}",,0.0,0
