,tweet_id,user.username,topic,cleaned_text
8386,1.2461757536555377e+18,SueHerd1,"['service', 'mail', 'time', 'letter']",@joelycett shout out to #royalmail staff for great job. Now to deliver&amp;COLLECT #COVID19 testing kits for #nhs staff. Fantastic&amp;valuable service.But alarming that local posties still not provided with masks or sanitizer!gloves given only yday.also bring made to post junk mail!
8388,1.2465003818463764e+18,Granny261954,"['service', 'mail', 'time', 'letter']",@user31097 @Carshastic @Lapsed_Human @RoyalMail Even more because #royalmail can’t put into a change of working day so Posties can social distance no PPE no Hand sanitiser..washing their hands with soap and water ok says #royalmail...where can they on their rounds
8393,1.2472574183603937e+18,pamela_woolf,"['service', 'mail', 'time', 'letter']",My husband works at the Royal Mail crow lane Romford they are not being given even the basic cleaning things like soap anti bacterial or gloves everyone’s working next to each without the ability to distance #royalmail #Covid_19
8397,1.247555157757436e+18,CaptainFawcett,"['service', 'mail', 'time', 'letter']","What better way to stay connected than a good old fashioned card in the post?  The Right Hand Man is busy writing one to Mother even as I type..what a thoughtful chap!

Design by @pabuku

AHTH

📮

#royalmail #beardedlady #safetyrazor #AHTH "
8399,1.2475472032222126e+18,marty130668,"['service', 'mail', 'time', 'letter']",#royalmail Hi can you tell me why my postman is posting opened/ empty parcels through my door!!
8404,1.2482723483750646e+18,Higgysa200370,"['service', 'mail', 'time', 'letter']","Recieved this while out on delivery this morning,  it so nice to feel appreciated. #royalmail "
8405,1.2483209461943214e+18,smurfy3msl1,"['service', 'mail', 'time', 'letter']","@wetwetwetuk @NHSuk Glad you remembered #royalmail 😉 
This was on door on my delivery this week,bless her,its lovely to see this sort of thing whilst working at moment.📮🤗 "
8406,1.2483276297758024e+18,Ruthtgn69,"['service', 'mail', 'time', 'letter']",#RoyalMail makes #changes to #deliveries  
8409,1.2486707281043497e+18,DeepCountess,"['service', 'mail', 'time', 'letter']","I think @RoyalMailHelp have gone home (not that I blame them), so can someone out there help with a #RoyalMail question. I have something coming via Royal Mail Tracked 24™ and it says it's in transit at my regional MC. Can I expect it tomorrow, do you think?"
8429,1.2511880537476014e+18,ScotS16750162,"['service', 'mail', 'time', 'letter']","@RishiSunak Royal Mail will not furlough staff.  Please could you help with this as this would mean that i have to take unpaid leave to look after my children, my wife also is a key worker and my son is immunocompromised #royalmail #furloughleave"
8430,1.2511513708302746e+18,Dodge11971197,"['service', 'mail', 'time', 'letter']",@CWUnews Advice needed can I return to work even though I’ve been told to quarantine for 12 weeks as #royalmail have cut my wages
8449,1.2527024321965466e+18,ButterflyBandT,"['service', 'mail', 'time', 'letter']","With our local post office reopening again next week we've been busy adding all our small parcel sized jewellery back into our shop. This also means we can post worldwide again too! Stay safe everyone ❤️ 
#ThumbsUpForYourPostie #royalmail #supportsmall "
8457,1.253324955552346e+18,HappyHedgehog3,"['service', 'mail', 'time', 'letter']",POSTIES &amp; BEYOND. Call today from lady who had had a very special delivery from the #royalmail. A poorly hog out on lawn.Posties are working really hard to deliver our mail &amp; parcels and this yet postie went above and beyond. You sir are a top bloke! #hedgehoghero #dailymail 
8459,1.2532963229475594e+18,leithee,"['service', 'mail', 'time', 'letter']",The way our postman knocks on our door is very aggressive and it’s honestly one of the most stressful parts of my day. I do not need that kind of energy disruption. Postman pat gave me unrealistic expectations of cheery post men #royalmail #anxiety
8466,1.2541341162091192e+18,WestCtryNursery,"['service', 'mail', 'time', 'letter']",How does RM manage it? Message from customer this week 'Hi something rather bizarre appears to have happened to my order - a parcel arrived today with a west country lupins label but the item had been repackaged and inside was women’s clothing! #lupins #royalmail #nofilter 
8472,1.2543048142190838e+18,dobbo666,"['service', 'mail', 'time', 'letter']","Got given this yesterday. 1 of many customers that appreciate us Posties out there, still giving a vital service to the nation.
#royalmail 
#cwu "
8481,1.255187813877891e+18,jdoggg79,"['service', 'mail', 'time', 'letter']","@piersmorgan hello tomorrow is national Postal workers day ,and have just heard Royal mail want to stop Saturday deliverys and are using covid 19 as a cover to bring this in permanently, cutting thousands of jobs. Could you look into it for me thanks."
8482,1.2551913492147528e+18,Stephen40141780,"['service', 'mail', 'time', 'letter']","@RoyalMail Why pay extra for next day delivery and it doesn’t arrive next day?!?  I appreciate it must be difficult with absenteeism but why are you charging for a service you cannot guarantee?!  The postmaster confirmed delivery will be next day!!
#LetDown #Frustrated #royalmail"
8503,1.2573562758406717e+18,pudsy6364,"['service', 'mail', 'time', 'letter']",@stewart9395 Your hard work is really appreciated #postie #royalmail
8509,1.2584351995049206e+18,nigelsutherland,"['service', 'mail', 'time', 'letter']",Postman out delivering his mail... #postman #royalmail #cartoonist 
8515,1.2591481541313987e+18,djr3yes,"['service', 'mail', 'time', 'letter']","Missed a delivery during the week, so used Royal Mail's re-delivery option. Says it they would delivery Saturday 8th May (today). I'm still waiting. Though it's looking likely I'll not get it today. #royalmail #wheresmyparcel"
8530,1.2609667041858191e+18,_jdwhite_,"['service', 'mail', 'time', 'letter']","@PostOffice I’d like to complain about the post office in Copford, Essex. Customer service was rude and complained that I had pre paid for our parcels online rather than pay in store as they would get no money. Left without sending parcels. #royalmail #postoffice #badservice"
8535,1.2612918332940493e+18,garybiscuitboy,"['service', 'mail', 'time', 'letter']","Gravy train. #RoyalMail chief quits with immediate effect.  With a nice pay off for failure. #rewardforfailure

"
8536,1.2613423476793016e+18,ostrich4,"['service', 'mail', 'time', 'letter']",#royalmail  chief lost his job after #loosing many #letters and #parcels
8539,1.2623121133070377e+18,makeyoubillions,"['service', 'mail', 'time', 'letter']",A range of UN3373 bags for transporting Covid19 samples here -  and a 'bag' used to transport a Covid 19 test using #royalmail 2nd class addressed to Norfolk -  pic available on request. #Norwich #NorfolkCC
8542,1.2626807294331126e+18,missy_winola,"['service', 'mail', 'time', 'letter']","@RoyalMailHelp I am currently ‘missing’ at least 6 pieces of post, some posted to me 1st class on 7th May. Can you please advise what I can do ; 0345 number rings, message plays and cuts out? I live in SW19. 
#frustrated #royalmail"
8553,1.264171399280722e+18,bbcsomerset,"['service', 'mail', 'time', 'letter']",Workers from @RoyalMail in Taunton dressed up to make a special delivery to 12-year-old Ella 📮 
8561,1.265691562320765e+18,sharonfairhead1,"['service', 'mail', 'time', 'letter']","@RoyalMail Mine made for me, came all the way from Ireland., pride of place in my work van #postie #teddie #royalmail "
8571,1.265979830589444e+18,jcmackie,"['service', 'mail', 'time', 'letter']",@RoyalMail I was expecting a package today &amp; at 9.51am got a card through the door saying delivery had been attempted &amp; no-one was in (all 3 in my house were in). It said item left w. neighbour but didn't say which no. I've tried 2 neighbours on both sides (all in @9.51am) 1/2
8572,1.2663720426783498e+18,mazzahamish,"['service', 'mail', 'time', 'letter']",@andipeters   I beg to differ on the best delivery.  #royalmail thru and thru
8574,1.2664143573758648e+18,teepeecreation,"['service', 'mail', 'time', 'letter']",Over 800 orders packed and posted in the last week 🙌🏼 thank you so much to everyone ordering from me and supporting my business through this uncertain time 🧡 #TeePeeCreations #GirlBoss #RoyalMail 
8578,1.2668325561226076e+18,EmilyCutlass,"['service', 'mail', 'time', 'letter']","@Princess_bettii @RoyalMailHelp @coyleneil @lb_southwark Other areas are have the same problem, particularly with tracked mail sitting in depots for days. Meanwhile @RoyalMail are putting out congratulatory press releases about their delivery hotspots where they're delivering the most post. #royalmail #royalmailfail Rude"
8582,1.2676868313338143e+18,funny_inside,"['service', 'mail', 'time', 'letter']","I have been waiting on bicycle parts that are stuck in the mail. 
Unfortunately it is the mail service deliberately withholding our mail. 
I am terminally ill with cancer and my local #royalmail sorting office wont let me have my parcels without a (non-consensual) social contact "
8604,1.2714615569964974e+18,katewalsh1990,"['service', 'mail', 'time', 'letter']",A little #royalmail bear for my Hubby from his boys. ❤️ #keyworkers 
8608,1.2725178258323907e+18,arthurchappell,"['service', 'mail', 'time', 'letter']",royal mail slow - parcel and card posted first class to my mum last Tuesday for her 80th birthday on the Thursday not arrived yet the following Monday - ridiculous!  I expect some disruption due to #Coronavirus but this is just not even trying #royalmail
8611,1.273141726371369e+18,GreedyGorb,"['service', 'mail', 'time', 'letter']","@RoyalMailHelp at it again. My daughters birthday cards &amp; gifts arrived a week late, no post now for 4 days, my birthday cards missing too, also a week ago are you going to ruin Father’s Day for us? What is going on? Your staff are telling us it’s a mess #royalmail @RoyalMail"
8623,1.274275603034837e+18,Ratrin,"['service', 'mail', 'time', 'letter']",When @Philatelovely sends me mail 💕 THANK YOU 🚀 check out the postmark! Upside down and the Philatelovely ink stamp got cancelled instead 🤭 #philately #friends #stamps #timbre #astronomy #royalmail #collectstamps 
8625,1.2750519605389804e+18,sand_i_,"['service', 'mail', 'time', 'letter']",@RoyalMail on 're 're delivery please ask #royalmail postie to ring doorbell ...or even just knock ....as my psychic abilities have waned due to covid19 crisis. With thanks
8635,1.2768494096665518e+18,MelanieBlakeUK,"['service', 'mail', 'time', 'letter']",Having the most dreadful service from #RoyalMail @RoyalMailHelp are being helpful but it’s an absolute disgrace that I now have over twenty missing packages and yet I have had @Hermesparcels deliveries every day and also international delivies have arrived with no problem. 
8643,1.2775352544929833e+18,pinkcigsband,"['service', 'mail', 'time', 'letter']",@USPS &amp; @RoyalMailHelp we are a DIY band from DIY roots with not a lot of funds &amp; we entrust you to get our records to our fans safely. What’s the point in fragile tape &amp; do no bend signs when this fucking happens? Looks fucking bent to us!! #USPS #royalmail #wank 
8644,1.2780325390268867e+18,E20Frank,"['service', 'mail', 'time', 'letter']","#swissport #royalmail #easyjet &amp; now #Airbus

All within last two weeks. We're still in early days. 

After employers have to submit 20% for their employee 60% furlough in Aug-Oct, watch things crumble."
8654,1.2796538585627607e+18,rubyrache,"['service', 'mail', 'time', 'letter']",Love how this letter got to its' recipient with no proper address on thanks to the #RoyalMail  ✉📮
8655,1.2801167807242977e+18,gigagrabit,"['service', 'mail', 'time', 'letter']",#royalmail need to get some sort of act together.. I’ve been paitient .. they e lost 2 items now.. can’t ring website just ignores tracking numbers.. 😡
8656,1.2801071594145423e+18,VPMagazine,"['service', 'mail', 'time', 'letter']","TA DAH - 61,000 of these booties getting ready for #royalmail delivery next week "
8659,1.2805521837721764e+18,clairelazybear,"['service', 'mail', 'time', 'letter']",parcel delivered to the correct house and on time 🎉🤗 #shocked but thanks haha #Nintendo #royalmail 
8662,1.2809300517400904e+18,EmilyL_Allen,"['service', 'mail', 'time', 'letter']","Speaking of deliveries , my glossy box has apprently been delivered today but no delivery , checked with all my neighbours- nothing ! Oh and no red slip through my door to say where they’ve “left it “ or that they have missed me?🤬 #royalmail"
8668,1.2818289433775964e+18,Duathlon_Man,"['service', 'mail', 'time', 'letter']",I'm not surprised at this. It took over a week for a first class letter to go from mainland UK to NI. And we're currently on day 8 for a letter coming the other way! #shambles #overpriced #ofcom #royalmail 
8672,1.2823057925747098e+18,GreentopUK,"['service', 'mail', 'time', 'letter']",Mat #Packing a #Actea ready for #Royalmail to collect on a #Sunday #onlinebabyplants 
8673,1.2827179906817065e+18,t_macteresa2,"['service', 'mail', 'time', 'letter']",2/2 through our letterbox. It was this card!! I run after the delivery woman to ask why she did not knock!! She said she did with an “attitude” but if she did I’d have heard because I was waiting for the “tracked” parcel &amp; heard the card drop through 🤷🏼‍♀️ #incompetence #royalmail 
8676,1.282978886729556e+18,pyewacketpaws,"['service', 'mail', 'time', 'letter']",Hey Mr Postman ! Could you please use the door knocker provided on my front door and not the 100 year old leaded glass window ! Cheers #royalmail
8683,1.283378977055408e+18,RickHartley64,"['service', 'mail', 'time', 'letter']",#RoyalMail managed to deliver my programme in time 😉 #lufc great front cover #Lucas 
8686,1.2837043736930796e+18,words1982,"['service', 'mail', 'time', 'letter']",Left in blue bin after not even knocking the door. 👌 #royalmail 
8688,1.2837308400826204e+18,Matts_Tweeting,"['service', 'mail', 'time', 'letter']",@RoyalMailHelp Once again your lazy guy delivered my neighbour's CLEARLY marked post to my address. Not only couldn't he walk the extra 15ft but he left my gate wide open to allow dogs to shit in my garden. Thanks for making a disabled man do an extra journey #royalmail
8692,1.284175922191573e+18,iamliam91,"['service', 'mail', 'time', 'letter']","@RoyalMail why did the post made deliver all my post, but then leave a can’t be delivered card for a parcel when there was a safe place for it to be delivered ? #royalmail #postman #poorjob"
8694,1.2841456681022628e+18,HWhile,"['service', 'mail', 'time', 'letter']",@RoyalMail Utterly unimpressed that the main sorting office closes at 4pm on a Friday. Delivery card does not state this. Would not of done a detour after a busy shift at the hospital #royalmail #tirednurse
8695,1.2842606322175058e+18,BAGarchaeology,"['service', 'mail', 'time', 'letter']",Another postbox.. this one a #GeorgeVI in #Sheerness #isleofsheppey 
8696,1.2855378179852575e+18,ChannelX_World,"['service', 'mail', 'time', 'letter']","117 million more parcels shipped by #RoyalMail during Pandemic
"
8706,1.2862322280082022e+18,ShilpaPennieP,"['service', 'mail', 'time', 'letter']",@RoyalMailHelp is there a number where i can spk to someone please.  Website just takes us into a Rabbit hole of endless links and forms. I need to speak to a human urgently - #MissingMail Sacks collected by RM - where r my sacks frm 4th June &amp; 10 Jul? #royalmailFail #royalmail
8711,1.2862277076935967e+18,instmediadotcom,"['service', 'mail', 'time', 'letter']","@RoyalMail where is the scenes in this?Drove from N4 to N19 in ur collection office only to find it’s close as times on two cards different!! I waited all day for the parcel ur staff didn’t even bother ringing the buzzer,left card at building entrance??!!! #royalmail #royalmailuk "
8718,1.2880628554561946e+18,instmediadotcom,"['service', 'mail', 'time', 'letter']","@RoyalMail @PostOffice shocking how my live plant is being handled.Postman can’t be bothered entr building and bring parcel up, left card for me. Rearranged, they fail to deliver, no communication.Over a week now Appalling service #postoffice #postofficeuk #royalmail #royalmailuk"
8735,1.2905700582977454e+18,biyakn,"['service', 'mail', 'time', 'letter']","@Pakistan_Post_ I sent a parcel through #royalmail to lahore in June. It reached islamabad on the 16th of July, reached lahore on 22nd of July and since then its lying with the customs at #IMOLahore. I thought Pakistan post had improved? Extremely extremely disappointed."
8737,1.2906245717255537e+18,Prettyangeltoo,"['service', 'mail', 'time', 'letter']",Postmen after they ring once 🙄 #royalmail #postmen 
8741,1.2913966299631247e+18,sazzle2ooo,"['service', 'mail', 'time', 'letter']",2 days waiting for a parcel that #royalmail  first said would be delivered yesterday and then said would he delivered today! Two days waisted because of your incompetent company.
8747,1.292806984597676e+18,davincicomm,"['service', 'mail', 'time', 'letter']",Is it safe to post #letters by #royalmail any longer? Wife expecting three birthday cards. All with something “extra” alongside card. NONE of them arrived. Now 10 days since posted. What is happening #Oldham #sorting Office. #Investigate
8750,1.2927544229473608e+18,summertimesmith,"['service', 'mail', 'time', 'letter']",So in the space of two weeks #royalmail and #parcelforce manage to lose both of my packages. One into thin air after being picked up for next day delivery and the other hijacked in a van heist!! And do you think i can actually speak to customer service? Over an hour wait. 😠🤬
8754,1.2943253925940797e+18,laurajfreemanx,"['service', 'mail', 'time', 'letter']",Perks of the job 🐶 #royalmail 
8761,1.2949370193664123e+18,jasondprice,"['service', 'mail', 'time', 'letter']",The lovely feeling of not having to wake up for work for to weeks #royalmail #annualleave #ineedthis
8765,1.295803435858776e+18,doctorcaldwell,"['service', 'mail', 'time', 'letter']",@JohnHanley11 @MartinWhyte Or have first post and later post ie emails only sent and received for 15 minutes morning and afternoon? #RoyalMail style from 1980s? #SlowIsBetter #SnailMail
8782,1.300905339257344e+18,AliceEastwood97,"['service', 'mail', 'time', 'letter']","Sometimes it's just nice to get a letter through your door that's not a bill, an appointment or an official document!

Forever a fan of a hand written letter! I love to write; and keep royal mail in business too x
#Pen #Paper #RoyalMail #WorldLetterWritingDay "
8788,1.302207174299521e+18,bettyjo62,"['service', 'mail', 'time', 'letter']",#Royalmail how long does it take a 1st class delivery that was posted Wednesday to arrive?
8801,1.306204808047661e+18,TravelsPostcard,"['service', 'mail', 'time', 'letter']",@Philatelovely I know #RoyalMail process billions of items but it's not encouraging to philatelists
8803,1.3065368359428424e+18,CheshiresLaser,"['service', 'mail', 'time', 'letter']","At CLM we pride ourselves on the sheer range &amp; scope of distribution &amp; postal services that we offer. We take on mail sort jobs, mail distribution tasks &amp; much more - our focus is on getting your message out to your recipients in the timeliest manner poss #postal #royalmail"
8808,1.3081258683473265e+18,beckychanceux,"['service', 'mail', 'time', 'letter']",Come on @RoyalMailHelp @RoyalMail get some stickers to put new opening times on collection cards - my card says 7am to 7pm - actual opening 7am to 9am?! Truro Newham office #royalmail #failed
8811,1.308421950461616e+18,Miss_Dai_,"['service', 'mail', 'time', 'letter']",@SadiqKhan @cityoflondon @TfL Balham Road High Post Office unable to do their work and serve local community due to new solid white lines directly outside preventing Royal Mail vans from parking to collect post and parcels. Postbox also closed. Please sort out. #TfL #royalmail 
8816,1.310231041492357e+18,owendale,"['service', 'mail', 'time', 'letter']",#royalmail #royalfail #royalsnail. #complaint  unanswered disgusting company performance at 76p for first class two letters posted. FINALLY arrived yesterday !  So 9 or 10 days . Say 9x 24 hrs  216hrs to deliver 28 miles !  That’s 7.71 hrs a mile .. PRETTY CRAP..really
8820,1.310849813995565e+18,henearl11,"['service', 'mail', 'time', 'letter']",@Hermesparcels - Handed you a parcel to deliver and you manage to lose it within a matter of hours!!! Thanks for the kind offer of £25 for a parcel worth £155! Safe to say I will not be using Hermes again. #wasteoftime #donotuse #parcelforce #royalmail
8836,1.3139364497802772e+18,fsdrobinson,"['service', 'mail', 'time', 'letter']",Disgusted with #Royalmail #royalmailhelp again! 2packages from M&amp;S #marksandspencer due for del today. Paid xtra for next day del. tracking info says return to sender due to incorrect address!! It’s not!!! Fail again. Don’t get this with #dpd #amazon #UPS Explain please?
8840,1.3148377431266796e+18,phen77,"['service', 'mail', 'time', 'letter']",Thanks for nothing #royalmail absolutely useless
8842,1.313829881369768e+18,sarahdekany,"['service', 'mail', 'time', 'letter']","@RoyalMail not impressed with your post lady today who ruined my daughters college certificate. I have footage of her in action, knocking after she crumpled it. Please let me know where to send the complaint. "
8843,1.3156362596505231e+18,BLIE4,"['service', 'mail', 'time', 'letter']","On it's way from where scanned by #royalmail more than 2 days ago, yet no sign"
8850,1.3174777345751245e+18,KSmth2000,"['service', 'mail', 'time', 'letter']","@HarpyGeneric #RoyalMail have a standard apology notice they send to the (robbed) addressees. I'm in the UK, I  sent my mail from within UK. #RoyalMail sent an apology notice, stating my mail had been sent from abroad! 🙄Maybe thieves have pilfered all their inland notices!! Twossers."
8852,1.318503820603908e+18,dannyswhite,"['service', 'mail', 'time', 'letter']",Remember when the postman came at reasonable time 🤔 #royalmail #Pigeonpost
8856,1.319356080879698e+18,AnneDanconjay,"['service', 'mail', 'time', 'letter']",@RoyalMail I can't believe that 2 parcels with fragile all over them arrived to my clients broken and another that I posted 1st Class on Saturday has not turned up. Wtf is going on I'm so angry 😡 #angry #royalmail lost so much money because I've had to make again
8858,1.3195742987015373e+18,simon_d_fenton,"['service', 'mail', 'time', 'letter']","So what does @RoyalMail ‘Signed For’ delivery mean when it’s chucked through your front door without ringing the door bell, and is ‘signed for’ BY the postman? Not my signature. And I was in at the time. Won’t use that service again. What’s the point? #royalmail "
8859,1.3195928578927698e+18,CarolAnneCasta,"['service', 'mail', 'time', 'letter']","When a package doesn’t need a signature, there is a safe area to leave it but the bloody #RoyalMail still take the fucking thing back to the sorting office. #numpties"
8871,1.3210818482698404e+18,AndyHinchcliff,"['service', 'mail', 'time', 'letter']",What a waste of time space and organs the Royal Mail are. Try and deliver parcel. Decided not to leave it so take it not to the nearest post office. But to the main office. Which now has a 2 hour collection window. Can see why people don’t use #royalmail
8876,1.3214072404614963e+18,BourneDrones,"['service', 'mail', 'time', 'letter']","We said farewell to another #Bumpcage this morning. This is a Mavic 2 Bumpcage heading for Bristol. We always use #royalmail to deliver our parcels and use our local #postoffice to process things. They call me ""The Drone Man"" here. #droneinspection #droneservices #dronedelivery "
8877,1.3221461605392425e+18,SKoutlaki,"['service', 'mail', 'time', 'letter']",Been expecting a signed for delivery: it did not arrive and I'v just received a message that it was delivered and sb signed for it! How can I find out where it is gone???? #royalmail #royalmailhelp
8878,1.322157475525759e+18,TravelsPostcard,"['service', 'mail', 'time', 'letter']","@Philatelovely @YungPhilatelist surely someone at #RoyalMail must realise that the recipient must enjoy philately? However as #RoyalMail recently tweeted, they want to be a parcel focused business now"
8879,1.322113239975682e+18,VPMagazine,"['service', 'mail', 'time', 'letter']","ON DEADLINE in case anyone wants to be #royalmail delivered to 61,000 country homes at the end of November? Got anything to promote this Christmas / Winter period?
LAREGEST CIRCULATING MAGAZINE ACROSS NORFOLK &amp; SUFFOLK "
8880,1.322147447569875e+18,grimmer1895,"['service', 'mail', 'time', 'letter']","So i found the #solidersoffortune #TheAteam 
Tried to hirer them to work for #royalmail over Xmas and Hannibal said even that was too bigger task for his teams expertise "
8881,1.3222422291933143e+18,ACP_EMCERT,"['service', 'mail', 'time', 'letter']","Thank you #royalmail for safely returning a card (money still safe in card), as delivery address couldn't be found. All in special delivery envelope too."
8884,1.322496959345791e+18,bigrinnyo,"['service', 'mail', 'time', 'letter']",All my friends and fans post is in the hands of #royalmail thanks @mintynet for taking them!
8895,1.3247019135946056e+18,NadiaFlint2,"['service', 'mail', 'time', 'letter']","@RoyalMail teach your staff not to steal item out of post. Had a console stolen from a box, then sent the adapter in a lone packet. Stating sorry your item damaged. #royalmailtheft #royalmail"
8897,1.324533832993792e+18,katsu_sage,"['service', 'mail', 'time', 'letter']","Get your act together, #royalmail!!! My package spent 3 days moving from Warrington to London!!! "
8900,1.3254325662209843e+18,ShilpaPennieP,"['service', 'mail', 'time', 'letter']","@RoyalMailHelp items sent with tracking on Monday and recieved at Greenford on Tues am still not moved - sort #Greenford out 
Have a word with the manager! It’s like the Blackhole of Royal Mail 
#RoyalMail #royalmailfail 
Yes we know all the #covid reasons thanks ! Next!"
8902,1.325887545918546e+18,suzie_wong_86,"['service', 'mail', 'time', 'letter']",Write to Father Christmas by Dec 11th and get a reply 👇🏼#royalmail 👏🏼
8907,1.326893863529816e+18,gardencourtlaw,"['service', 'mail', 'time', 'letter']","Royal Mail driver wins £14,000 payout over disability harassment.

“This case shows that an individual can take on a large organisation successfully""

Our Mukhtiar Singh (@MSingh1469) represented Nabil Mehdinejad under our public access scheme. "
8910,1.327244280776323e+18,karlneedham,"['service', 'mail', 'time', 'letter']",@RoyalMailHelp are you on more than a hour wait like customer service or working from home and ignoring tweets #royalmail #lostpost
8912,1.3272646405990277e+18,NatsluckyBlyth,"['service', 'mail', 'time', 'letter']",@RoyalMail I’m getting very fed up with #royalmail no parcels received all week been expecting parcels from 10th have a Royal Mail track and trace parcel to be delivered today post man been and gone no parcel this was a birthday present
8915,1.3277327647377244e+18,KateMack51,"['service', 'mail', 'time', 'letter']",Sat in all day waiting on a delivery which never turned up@royalmail #royalmail #wasteof space 
8917,1.3283365785870623e+18,sigitak,"['service', 'mail', 'time', 'letter']",#royalmail sending first class 3.5 miles it’s day 5 and still not received 😡😡 sort your service and stop blaming COVID-19
8918,1.3282919546569933e+18,Adam_Smith90,"['service', 'mail', 'time', 'letter']",Have a feeling my copy of assassins creed valhalla might just be arriving from Scandinavia via viking long boat the time it's taken to arrive #royalmail
8922,1.3291350318942822e+18,kay2889,"['service', 'mail', 'time', 'letter']",Good luck to everyone ordering their #PS5 and getting it delivered by #royalmail I haven’t had any post in over two weeks due to all local sorting staff self isolating 😔
8933,1.330175629296345e+18,JetteApothecary,"['service', 'mail', 'time', 'letter']",Item from the post ... #royalmail 
8934,1.3300955134258954e+18,Joesmummy,"['service', 'mail', 'time', 'letter']",@RoyalMail seeing so many posts like this. My parcel was thrown over 6ft fence in pouring rain &amp; a card with a smiley face put through my door. Please ask posties to be more careful. People pay for tracked &amp; signed for service &amp; they are not getting it! #royalmail #XboxSeriesX 
8937,1.330482395716481e+18,ShilpaPennieP,"['service', 'mail', 'time', 'letter']","More items lost in the @RoyalMail Tracked service hellhole System says delivery on 19th so where is it. ???  some one telling porkies!  @RoyalMailHelp #Royalmailfail
I am only 1 little business - imagine the carnage for all businesses combined in the UK #royalmail. No sent to DM"
8939,1.3308384061889044e+18,meloni1961,"['service', 'mail', 'time', 'letter']",The #RoyalMail have been texting &amp; emailing me since Friday to tell me a parcel will arrive today between 07.27am &amp; 11.27am - insanely precise. And the parcel has not arrived in this wide time range - so what the heck was the point??? Why not just deliver it &amp; leave me alone?
8952,1.3324356736227328e+18,smurfy3msl1,"['service', 'mail', 'time', 'letter']",@Ianhwatkins @OfficialSteps @LSLofficial @Faye_Tozer @llatchfordevans @_ClaireRichards I got this from one of my customers today I delivered a parcel &amp; they gave it back to me telling me it was 4me &amp; open it when I get home as its a thank you for this year! My customers know me so well!😉😂 #joysofbeingapostie #royalmail 
8953,1.3326947943684055e+18,GlynPatten,"['service', 'mail', 'time', 'letter']",Two great tees from the guys at @hallydesigns and first class delivery from #postbrenhinol #royalmail 
8954,1.3325011626339328e+18,max_findlay,"['service', 'mail', 'time', 'letter']","I shall give a big shout-out to our postmen who despite the pandemic have continued to deliver our mail, well done guys. #royalmail"
8957,1.3341410032011223e+18,PieceOfThe_Past,"['service', 'mail', 'time', 'letter']",My little helper quality checking every parcel before posting. I got a thumbs up so off we went to post them 📮😄👍 #Royalmail 
8958,1.3341797676424274e+18,malindihale,"['service', 'mail', 'time', 'letter']",#RoyalMail Letter sent @RoyalMail tracked 24 hour service collected on Monday still not delivered by 5 pm Wednesday evening. #snailmail
8962,1.3345527270415647e+18,VickyNunes,"['service', 'mail', 'time', 'letter']",Haven’t seen a post person  on my road in about a week and waiting on countless pieces of post. Is there a postal strike I’ve missed news of? #royalmail #whereismypostperson #lostinthepost
8964,1.3349908459893146e+18,CakelessWonders,"['service', 'mail', 'time', 'letter']",Seriously @Hermesparcels! No one has been down  my drive since the #RoyalMail postman this morning. 
8970,1.336438870746026e+18,IceT_786,"['service', 'mail', 'time', 'letter']","I feel his pain.

"
8974,1.3363519325254492e+18,corny101,"['service', 'mail', 'time', 'letter']",Hi I am still waiting for a parcel to be delivered RM24 posted 30th November. Surely you should have employed seasonal staff to help with extra parcels that people are posting as not able to travel to see their relatives  as well as doing their shopping on line.  ?  #Royalmail
8976,1.3363778438367355e+18,connieive,"['service', 'mail', 'time', 'letter']","@BootsUK I finally got notification from #royalmail that my order is being delivered tomorrow @BootsUK your customer service has been so poor, even a tweet clarifying the situation would have helped! I’m sure your still taking peoples money but will they get there gifts in time for Xmas?"
8981,1.3371128651243397e+18,Voncey,"['service', 'mail', 'time', 'letter']",@shoptonet pre order for Cyberpunk 2077 sent out for dispatch 2 days ago. 48 hour tracked from @RoyalMail. Still sitting in a mail centre in Birmingham. Totally unacceptable. So much for getting it on release day. #shopto #royalmail #cyberpunk2077 #furious
8983,1.3371767246568448e+18,cynicalkind,"['service', 'mail', 'time', 'letter']",Royal Mail delays blamed on 'exceptional' volumes of post - As one who has experienced delays (well over a week &amp; had to collect from local sorting office) I will ease the burden by scrapping Christmas cards this year. #mail #christmas #royalmail 
8984,1.3371046204060508e+18,ennailloh,"['service', 'mail', 'time', 'letter']","I know being angry over late (extremely late) #royalmail post/parcels is a first world problem, but people are entitled to be angry over not receiving a service that they’ve paid for🤷🏽‍♀️"
8986,1.3375026155345142e+18,clarejohnson86,"['service', 'mail', 'time', 'letter']",#royalmail need assistance with a parcel which should have been delivered on Monday. No contact number on website to contact to discuss.
8991,1.337856700750164e+18,thekandletree,"['service', 'mail', 'time', 'letter']","🎄DELIVERY UPDATE🎄
 
We just wanted to say a huge #thankyou for your patience if you are still waiting for your order to arrive. #RoyalMail has been under a lot of pressure this year due to pandemic and high #mail volumes.
And a big thank you to all the #postalworkers out there! "
8996,1.3382411653684347e+18,MissRoberts18,"['service', 'mail', 'time', 'letter']",Spoke to my mum today and she told me everyone in her local area have bought presents for their postman because he stops and speaks to everyone on the door step for 5 mins in this awful lonely time 🥺🥺 #sharepositivity #royalmail
